48	71	187
48	71	186
48	71	186
48	72	185
49	69	182
49	68	184
48	71	187
48	71	187
48	72	191
47	71	194
47	73	196
47	75	191
47	78	187
47	77	185
47	81	183
47	81	182
47	78	182
47	78	182
47	71	183
47	71	180
48	71	186
48	71	186
48	71	186
48	72	185
49	68	183
48	68	185
48	69	188
48	69	189
48	72	190
48	72	191
47	75	191
47	75	190
47	76	189
47	76	189
46	80	188
46	80	187
47	78	187
47	77	185
47	70	185
47	71	184
48	71	186
48	71	187
48	71	186
48	71	186
48	71	186
48	71	186
48	69	188
48	69	189
48	68	190
48	69	189
48	69	188
48	69	188
48	71	187
48	71	187
47	74	187
47	74	186
45	76	184
45	76	184
44	76	182
44	76	182
48	71	186
48	71	186
48	71	186
48	71	186
48	71	186
48	71	186
48	69	188
48	69	189
48	69	189
48	69	189
48	69	189
48	69	188
48	71	187
48	71	187
47	74	186
48	75	184
45	77	180
45	77	180
44	76	179
44	76	179
47	78	187
47	78	187
44	79	185
44	78	186
44	79	185
44	79	185
45	73	185
45	73	186
46	73	185
47	74	187
46	69	185
46	69	184
48	67	183
48	67	183
48	68	181
48	70	179
46	72	177
46	72	176
47	73	177
47	73	177
47	77	188
47	77	188
44	78	186
45	77	188
45	77	188
44	78	186
45	73	185
45	73	185
46	74	183
46	74	182
46	70	183
46	70	182
48	68	180
48	70	179
48	70	179
48	70	176
46	72	176
46	72	176
47	73	177
47	73	177
47	76	189
47	76	189
46	76	187
46	77	186
46	77	186
46	77	185
46	77	182
46	77	181
47	73	178
47	73	178
49	71	180
49	71	180
49	67	178
49	67	178
49	71	177
49	71	177
46	80	178
46	80	178
46	80	178
46	80	178
47	78	187
47	78	187
46	77	186
46	77	185
46	77	182
46	79	180
46	80	178
46	80	178
47	74	176
47	74	176
49	71	177
49	71	177
50	68	177
50	68	177
49	71	177
49	71	176
46	80	178
46	80	178
46	80	178
46	80	178
47	78	184
47	78	183
48	72	181
48	74	180
50	64	176
50	64	176
51	61	175
51	61	175
49	71	175
49	71	176
48	77	178
47	77	179
47	77	179
48	77	178
48	77	178
48	78	176
49	71	176
49	71	177
48	77	178
48	77	178
47	80	181
47	81	180
48	74	178
48	74	178
50	64	174
50	64	175
51	61	175
51	61	176
48	70	178
49	69	181
47	74	186
47	74	187
47	74	186
48	76	182
47	77	180
48	77	178
49	71	177
49	71	177
48	77	178
48	77	178
48	74	178
48	74	178
50	68	176
50	67	174
50	64	175
50	64	175
50	64	175
50	64	178
48	76	182
48	75	184
45	77	188
46	78	190
46	77	191
46	77	191
46	75	188
46	77	186
47	80	178
47	80	178
48	77	178
48	77	178
48	74	178
48	74	178
50	68	177
50	68	177
50	64	176
50	64	176
50	64	175
50	64	176
48	76	182
48	75	183
46	80	185
46	80	186
46	77	191
46	77	192
46	74	190
46	74	189
47	78	187
47	78	184
48	75	183
48	76	182
48	66	177
48	66	177
48	70	178
48	70	178
48	70	178
48	70	178
48	67	176
48	66	177
49	69	181
49	68	183
47	71	184
47	70	185
46	77	186
46	76	187
44	82	187
44	79	193
45	82	195
45	83	193
45	86	189
46	87	187
48	66	177
48	66	177
48	70	178
48	70	178
48	70	179
48	70	178
48	67	176
48	67	176
49	69	182
49	68	183
47	70	185
47	70	185
46	77	185
46	77	185
44	82	186
44	79	194
44	79	203
45	80	202
45	84	195
45	86	189
48	74	179
48	74	178
48	74	178
48	74	179
47	81	180
47	80	178
45	80	176
45	79	177
46	77	182
46	77	185
46	69	184
46	69	184
46	70	183
46	69	184
44	78	186
45	75	195
44	81	205
44	80	206
42	81	202
42	84	195
48	74	178
48	74	176
48	74	178
48	74	178
47	81	180
47	81	180
45	79	178
45	79	178
46	77	181
46	77	185
46	69	184
46	69	184
46	69	184
46	69	185
45	76	190
45	74	197
44	82	202
44	80	207
42	78	208
42	82	197
47	65	176
47	66	175
47	65	176
47	65	176
47	65	176
47	66	178
46	69	178
46	69	178
46	69	178
47	67	180
46	73	182
45	72	183
45	75	186
45	75	186
44	76	191
44	75	193
44	81	194
44	81	194
42	84	194
42	84	191
47	66	178
47	66	178
47	65	176
47	65	176
47	65	176
47	65	176
46	69	178
46	69	178
46	69	178
46	69	178
45	76	179
46	74	180
45	76	184
45	75	186
45	76	190
45	76	190
44	83	190
44	83	191
42	85	189
42	87	187
46	69	178
47	67	179
48	68	180
48	68	180
48	66	177
48	66	177
47	73	178
47	73	178
47	73	179
47	73	179
47	73	179
47	73	178
47	71	180
